mean_rota_choice_quantity,mean_amount_of_hours,mean_difference_in_rotas,local_fitness,control
2.0,65.0,2.0,0.42857142857142855,False
3.0,61.5,11.0,0.5,False
4.0,61.5,11.0,0.5,False
4.0,58.0,,0.7142857142857143,False
1.0,58.0,,0.8571428571428571,False
2.0,62.142857142857146,9.428571428571429,0.36734693877551017,False
4.0,58.0,,0.7142857142857143,False
3.0,52.0,,0.8571428571428571,False
4.0,65.0,,0.42857142857142855,False
3.0,65.0,,0.42857142857142855,False
2.3333333333333335,65.0,3.3333333333333335,0.38095238095238093,False
1.0,65.0,,0.42857142857142855,False
