size,q_shared_skills,hamming_avg,workcount_range,skill_q_range,skill_variation,control
4,0,10.0,13,3,0.6875,False
4,0,12.833333333333334,13,1,0.6111111111111112,False
4,0,12.833333333333334,13,1,0.6111111111111112,False
4,0,12.833333333333334,13,1,0.6111111111111112,False
4,0,11.666666666666666,13,3,0.7333333333333333,False
4,0,11.0,13,3,0.6428571428571429,False
4,0,11.0,13,3,0.6428571428571429,False
4,0,3.6666666666666665,0,3,0.7333333333333333,False
4,0,3.6666666666666665,0,3,0.7333333333333333,False
4,0,17.333333333333332,6,4,0.6666666666666666,False
4,0,17.333333333333332,6,4,0.6666666666666666,False
4,0,15.333333333333334,6,3,0.8235294117647058,False
4,0,15.333333333333334,6,3,0.8235294117647058,False
4,0,12.333333333333334,13,3,0.6666666666666666,False
4,0,12.333333333333334,13,3,0.6666666666666666,False
2,1,6.0,0,3,0.8571428571428571,False
2,1,6.0,0,3,0.8571428571428571,False
4,0,4.0,0,3,0.7333333333333333,False
4,0,4.0,0,3,0.7333333333333333,False
4,0,10.666666666666666,13,4,0.6923076923076923,False
4,0,10.666666666666666,13,4,0.6923076923076923,False
3,0,4.0,0,3,0.9,False
3,0,4.0,0,3,0.9,False
7,0,3.3333333333333335,0,4,0.6111111111111112,False
7,0,3.3333333333333335,0,4,0.6111111111111112,False
4,0,12.666666666666666,13,2,0.5,False
4,0,12.666666666666666,13,2,0.5,False
4,0,10.666666666666666,13,2,0.625,False
4,0,10.666666666666666,13,2,0.625,False
4,0,17.0,6,3,0.6428571428571429,False
4,0,14.833333333333334,13,3,0.7857142857142857,False
4,0,17.0,6,3,0.6428571428571429,False
4,0,14.833333333333334,13,3,0.7857142857142857,False
8,0,3.0,0,4,0.5,False
8,0,3.0,0,4,0.5,False
4,0,16.833333333333332,13,3,0.7333333333333333,False
4,0,16.833333333333332,13,3,0.7333333333333333,False
4,0,13.5,13,2,0.6470588235294118,False
4,0,11.0,13,1,0.6666666666666666,False
4,0,13.5,13,2,0.6470588235294118,False
4,0,11.0,13,1,0.6666666666666666,False
4,0,16.333333333333332,6,3,0.6875,False
4,0,16.333333333333332,6,3,0.6875,False
4,0,13.0,6,2,0.7647058823529411,False
4,0,13.0,6,2,0.7647058823529411,False
4,0,18.166666666666668,13,3,0.8888888888888888,False
4,0,18.166666666666668,13,3,0.8888888888888888,False
7,0,3.238095238095238,0,4,0.6,False
7,0,3.238095238095238,0,4,0.6,False
4,0,14.166666666666666,13,3,0.75,False
4,0,14.166666666666666,13,3,0.75,False
4,0,14.833333333333334,13,3,0.7333333333333333,False
4,0,14.833333333333334,13,3,0.7333333333333333,False
4,0,11.333333333333334,13,3,0.6,False
4,0,11.333333333333334,13,3,0.6,False
4,0,12.666666666666666,13,3,0.7333333333333333,False
