size,q_shared_skills,hamming_avg,workcount_range,skill_q_range,skill_variation,control
8,0,10.964285714285714,13,4,0.5454545454545454,False
8,0,10.964285714285714,13,4,0.5454545454545454,False
3,0,10.0,13,3,0.7777777777777778,False
3,0,10.0,13,3,0.7777777777777778,False
8,0,8.714285714285714,13,3,0.65,False
8,0,8.714285714285714,13,3,0.65,False
8,0,12.107142857142858,13,3,0.631578947368421,False
8,0,12.107142857142858,13,3,0.631578947368421,False
8,0,16.142857142857142,13,4,0.5,False
8,0,16.142857142857142,13,4,0.5,False
8,0,10.071428571428571,13,3,0.4375,False
8,0,10.071428571428571,13,3,0.4375,False
8,0,12.928571428571429,13,4,0.5909090909090909,False
8,0,12.928571428571429,13,4,0.5909090909090909,False
8,0,12.214285714285714,13,3,0.5,False
8,0,12.214285714285714,13,3,0.5,False
8,0,5.821428571428571,13,3,0.6,False
8,0,5.821428571428571,13,3,0.6,False
